popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,multiple_artists,tempo_cat
57,197400,False,0.568,0.645,F,-8.363,major,0.0416,0.543,0,0.191,0.901,170.676,4,psych-rock,FALSE,Vivace
6,229778,False,0.84,0.521,G#/Ab,-8.47,major,0.0691,0.00799,0.294,0.0815,0.707,129.539,4,chicago-house,FALSE,Allegro
52,151573,False,0.623,0.867,C#/Db,-4.24,minor,0.0825,0.136,3.06e-6,0.0897,0.913,185.926,4,sertanejo,FALSE,Presto
40,244933,False,0.797,0.609,A#/Bb,-10.537,major,0.131,0.00375,0.0191,0.128,0.913,142.035,4,afrobeat,FALSE,Allegro
39,261398,False,0.687,0.749,B,-8.328,major,0.0527,0.265,1.18e-6,0.231,0.848,88.03,4,hard-rock,FALSE,Andante
48,322373,False,0.375,0.539,F,-6.392,major,0.0293,0.0384,0,0.0769,0.235,71.985,4,world-music,FALSE,Adagio
36,87688,False,0.162,0.998,A#/Bb,-22.375,minor,0.0529,0.126,0.989,0.954,1e-5,128.571,1,sleep,FALSE,Allegro
45,211173,False,0.827,0.43,E,-12.935,major,0.0342,0.395,1.01e-6,0.0568,0.537,109.134,4,rock-n-roll,FALSE,Moderato
16,151280,False,0.345,0.351,G,-7.844,major,0.0343,0.713,0,0.0876,0.457,96.538,4,club,FALSE,Andante
43,344816,False,0.751,0.414,F,-11.214,minor,0.0406,0.145,1.23e-4,0.0841,0.401,94.991,4,malay,FALSE,Andante
13,105520,False,0.185,0.994,C,-3.6,minor,0.146,6.36e-6,0.748,0.284,0.0318,115.575,4,grindcore,FALSE,Moderato
0,221406,True,0.469,0.849,C,-3.157,major,0.0527,2.23e-5,2.12e-4,0.571,0.266,94.962,4,metalcore,FALSE,Andante
5,386988,False,0.169,0.104,A#/Bb,-27.259,major,0.0399,0.607,0.956,0.107,0.0701,124.92,3,iranian,FALSE,Allegro
16,49026,False,0.24,0.761,C,-10.264,minor,0.0579,2.62e-6,0.969,0.233,0.506,124.318,4,grindcore,FALSE,Allegro
48,180760,False,0.469,0.414,C,-10.497,minor,0.041,0.936,3.34e-4,0.0646,0.358,94.878,4,opera,FALSE,Andante
63,269933,True,0.521,0.298,E,-12.474,major,0.026,0.754,0.46,0.11,0.232,80.388,4,ambient,FALSE,Andante
16,141600,False,0.378,0.298,C,-12.716,major,0.0334,0.934,0,0.176,0.373,119.42,4,honky-tonk,FALSE,Moderato
36,165240,False,0.776,0.197,C,-13.308,major,0.0467,0.95,7.39e-6,0.147,0.689,126.236,4,honky-tonk,TRUE,Allegro
43,195516,False,0.348,0.693,C#/Db,-6.024,major,0.187,0.208,0,0.268,0.245,87.969,4,world-music,FALSE,Andante
34,391507,False,0.432,0.578,D,-9.514,major,0.0313,0.0469,0.00193,0.196,0.485,128.588,3,ska,FALSE,Allegro
6,297937,False,0.566,0.684,G,-7.956,major,0.0486,0.0622,0.00258,0.103,0.393,173.984,4,chicago-house,FALSE,Vivace
30,325213,False,0.466,0.829,E,-2.441,major,0.0345,0.0601,3.42e-6,0.372,0.698,146.021,4,j-idol,FALSE,Allegro
67,285373,False,0.703,0.826,A#/Bb,-7.179,minor,0.0341,0.0322,0.00629,0.179,0.945,103.564,4,disco,FALSE,Andante
66,336280,False,0.673,0.808,A,-6.183,major,0.0491,0.0121,0.878,0.037,0.303,130.041,4,breakbeat,FALSE,Allegro
34,191373,False,0.366,0.995,G,-3.155,major,0.136,0.0406,1.01e-6,0.548,0.686,188.931,4,hard-rock,FALSE,Presto
74,322548,False,0.665,0.673,C,-7.95,major,0.0493,0.259,7.62e-6,0.497,0.779,132.642,4,piano,FALSE,Allegro
56,224357,True,0.783,0.874,B,-1.134,minor,0.223,0.15,1.54e-6,0.187,0.671,141.339,4,industrial,FALSE,Allegro
76,242333,False,0.557,0.719,D,-4.515,minor,0.0371,0.00267,0,0.306,0.345,77.502,4,k-pop,FALSE,Andante
25,153241,False,0.199,0.505,A#/Bb,-5.631,major,0.0301,0.475,1.68e-5,0.143,0.239,94.465,4,opera,FALSE,Andante
24,128793,False,0.583,0.358,D,-12.831,major,0.154,0.132,7.24e-5,0.0454,0.781,157.717,3,children,FALSE,Allegro
63,105933,False,0.631,0.387,F,-11.529,major,0.0262,0.742,4.06e-4,0.0822,0.832,103.11,4,british,FALSE,Andante
13,270573,False,0.66,0.754,C#/Db,-7.074,minor,0.102,0.00509,0.869,0.187,0.128,99.968,4,idm,FALSE,Andante
21,370333,False,0.498,0.268,A,-14.474,major,0.032,7.56e-4,0.0544,0.164,0.0615,110.093,4,heavy-metal,FALSE,Moderato
53,309106,False,0.479,0.324,G,-16.001,major,0.0255,0.204,0,0.0675,0.57,86.75,4,psych-rock,FALSE,Andante
36,182874,False,0.138,0.295,D,-14.366,minor,0.0393,0.244,0.913,0.0965,0.0819,89.026,4,idm,FALSE,Andante
9,336490,False,0.542,0.595,G,-11.573,major,0.053900000000000003,0.374,0.805,0.327,0.644,180.125,3,idm,FALSE,Presto
37,470760,False,0.499,0.531,E,-10.022,major,0.0291,0.0106,0,0.247,0.139,104.026,4,world-music,FALSE,Andante
48,146198,False,0.655,0.217,F,-10.574,major,0.0297,0.881,0,0.0628,0.479,79.951,4,british,FALSE,Andante
22,413220,False,0.412,0.187,F,-23.347,major,0.0917,0.978,0.159,0.652,0.225,106.785,4,new-age,FALSE,Andante
24,230226,False,0.534,0.983,A#/Bb,-3.033,minor,0.0615,0.00666,0,0.0682,0.589,154.653,4,heavy-metal,FALSE,Allegro
6,515497,False,0.893,0.526,D,-8.985,major,0.089,6.17e-4,0.168,0.0799,0.519,123.987,4,chicago-house,FALSE,Allegro
20,239026,False,0.697,0.632,D,-7.845,major,0.0342,0.608,0.00364,0.0925,0.792,74.359,4,afrobeat,FALSE,Adagio
48,169586,False,0.75,0.872,C,-5.67,major,0.0576,0.59,0,0.0434,0.942,172.139,4,forro,FALSE,Vivace
20,275880,False,0.602,0.833,E,-4.418,minor,0.0328,0.178,4.79e-6,0.0743,0.339,127.987,4,j-idol,FALSE,Allegro
27,64761,False,0.196,0.435,C,-24.807,major,0.195,0.633,0.193,0.659,0.644,59.802,4,ambient,FALSE,Lento/Largo
30,129393,False,0.177,0.19,B,-19.495,major,0.0337,0.68,0.924,0.122,0.038,105.894,4,german,TRUE,Andante
16,123320,False,0.617,0.524,A,-10.465,major,0.0316,0.943,0.97,0.305,0.954,115.157,4,idm,FALSE,Moderato
0,244306,False,0.173,0.609,D#/Eb,-7.724,major,0.0482,0.359,0,0.1,0.0988,197.819,3,alt-rock,FALSE,Presto
55,235632,False,0.72,0.481,A#/Bb,-8.552,major,0.0621,0.246,0,0.0704,0.443,143.947,4,mandopop,FALSE,Allegro
11,114760,False,0.618,0.109,A#/Bb,-18.774,major,0.036,0.82,0,0.26,0.558,130.864,4,kids,FALSE,Allegro
27,298134,False,0.519,0.466,E,-13.787,major,0.0288,0.636,0.612,0.106,0.706,138.168,4,bluegrass,FALSE,Allegro
26,272933,False,0.624,0.73,A,-12.196,major,0.129,0.307,2.46e-5,0.149,0.519,122.206,4,psych-rock,FALSE,Allegro
16,268733,False,0.398,0.953,G#/Ab,-3.288,major,0.055,2.69e-6,0.767,0.102,0.285,130.277,4,grindcore,FALSE,Allegro
22,200000,False,0.629,0.62,B,-4.431,minor,0.091,0.0174,5e-5,0.2,0.474,127.161,5,j-dance,FALSE,Allegro
72,284000,False,0.741,0.647,D,-12.878,major,0.0427,0.108,0.00139,0.0555,0.804,131.097,4,piano,FALSE,Allegro
67,238181,False,0.592,0.9,D#/Eb,-1.73,minor,0.0741,0.0192,0,0.172,0.706,149.018,4,anime,FALSE,Allegro
21,251133,False,0.598,0.912,A,-4.209,major,0.0493,0.266,0,0.316,0.417,139.952,4,j-idol,FALSE,Allegro
41,260519,False,0.524,0.697,C,-4.683,major,0.0303,0.121,0,0.102,0.24,95.95,4,world-music,FALSE,Andante
0,130240,False,0.87,0.572,D#/Eb,-4.671,major,0.0388,0.687,0,0.091,0.697,122.923,4,kids,FALSE,Allegro
34,479840,False,0.355,0.336,F#/Gb,-14.443,major,0.0278,0.00706,0.666,0.12,0.127,105.513,4,heavy-metal,FALSE,Andante
26,232815,False,0.654,0.834,A,-4.436,major,0.0425,0.0172,2.29e-4,0.089,0.904,139.377,4,acoustic,FALSE,Allegro
23,151453,False,0.195,0.262,C#/Db,-13.359,minor,0.0332,0.904,0.00794,0.106,0.0649,134.493,4,opera,FALSE,Allegro
67,185406,False,0.499,0.81,F,-5.579,major,0.0347,6.37e-4,0.0748,0.0625,0.288,131.052,4,garage,FALSE,Allegro
46,164000,False,0.795,0.511,G,-8.577,major,0.0415,0.298,0,0.149,0.113,119.908,4,children,FALSE,Moderato
27,129600,False,0.607,0.212,C#/Db,-14.46,major,0.0452,0.919,0.00111,0.106,0.561,131.453,4,cantopop,FALSE,Allegro
20,56453,False,0.767,0.625,F,-6.802,major,0.252,0.506,0,0.0958,0.855,174.837,4,kids,FALSE,Vivace
30,174132,True,0.531,0.603,G#/Ab,-8.113,major,0.444,0.464,0,0.128,0.285,90.002,4,dancehall,FALSE,Andante
41,126354,False,0.591,0.919,D#/Eb,-3.488,minor,0.109,0.0737,3.39e-4,0.312,0.804,114.954,4,forro,FALSE,Moderato
27,325520,False,0.562,0.89,G#/Ab,-2.684,major,0.0376,0.0119,5.97e-5,0.0976,0.394,113.995,4,heavy-metal,FALSE,Moderato
21,160000,False,0.91,0.75,G#/Ab,-8.506,minor,0.334,0.22,0,0.138,0.525,143.932,4,kids,TRUE,Allegro
42,140892,False,0.551,0.346,F,-14.207,major,0.0329,0.601,0.0131,0.107,0.459,159.929,4,cantopop,FALSE,Allegro
66,161945,False,0.805,0.66,E,-5.342,major,0.0582,0.0367,6.4e-5,0.215,0.617,114.954,4,k-pop,FALSE,Moderato
28,245720,False,0.458,0.574,A#/Bb,-9.46,major,0.0515,0.404,0,0.392,0.374,85.165,3,salsa,FALSE,Andante
41,279720,False,0.66,0.728,A#/Bb,-6.177,minor,0.337,0.178,0,0.0516,0.594,91.101,4,afrobeat,FALSE,Andante
23,265853,False,0.468,0.932,F#/Gb,-4.03,major,0.0437,0.00929,1.34e-6,0.138,0.248,80.997,4,heavy-metal,FALSE,Andante
77,251186,True,0.464,0.701,F#/Gb,-5.693,minor,0.0411,0.00892,0.309,0.335,0.356,83.996,4,alt-rock,FALSE,Andante
46,167191,False,0.683,0.624,G#/Ab,-8.004,major,0.0399,0.501,0,0.754,0.725,115.913,4,sertanejo,FALSE,Moderato
70,139560,False,0.534,0.725,F#/Gb,-7.576,minor,0.0332,0.188,0,0.0994,0.763,95.003,4,british,FALSE,Andante
63,233666,False,0.566,0.889,G#/Ab,-5.22,major,0.0426,4.3e-5,0.00907,0.292,0.141,127.045,4,industrial,FALSE,Allegro
50,267826,False,0.554,0.326,A,-10.702,minor,0.0361,0.902,1.39e-5,0.129,0.251,125.844,3,cantopop,FALSE,Allegro
52,299685,False,0.397,0.467,A,-7.897,major,0.0286,0.00954,0,0.698,0.142,154.953,4,world-music,FALSE,Allegro
48,190960,False,0.513,0.89,F,-5.253,minor,0.0728,0.0319,0.00108,0.687,0.73,122.698,4,alt-rock,FALSE,Allegro
35,165746,True,0.695,0.564,G,-6.884,minor,0.258,0.0998,3.28e-5,0.455,0.271,79.857,4,hardcore,FALSE,Andante
51,139040,False,0.668,0.65,E,-9.373,major,0.042,0.733,0.0284,0.122,0.961,103.975,4,rockabilly,FALSE,Andante
8,128800,False,0.575,0.429,A,-10.417,major,0.0375,0.826,0.817,0.379,0.112,75.012,4,study,FALSE,Adagio
53,219306,False,0.426,0.583,C#/Db,-7.442,major,0.0354,0.524,4.05e-6,0.147,0.232,116.803,1,psych-rock,FALSE,Moderato
49,115715,False,0.896,0.374,A#/Bb,-19.658,major,0.106,0.754,0.875,0.122,0.641,139.959,4,anime,FALSE,Allegro
44,226853,False,0.791,0.878,C,-4.402,major,0.0489,0.356,0,0.133,0.839,103.993,4,club,FALSE,Andante
22,268053,False,0.536,0.334,A#/Bb,-10.39,major,0.0251,0.695,5.42e-5,0.141,0.256,83.967,4,j-idol,FALSE,Andante
47,236588,False,0.512,0.802,D,-6.558,major,0.0361,0.367,0,0.969,0.833,160.015,4,pagode,FALSE,Allegro
63,203443,False,0.681,0.738,B,-4.726,major,0.287,0.225,0,0.532,0.624,151.026,4,hip-hop,FALSE,Allegro
10,117026,False,0.542,0.226,E,-15.552,major,0.0273,0.93,1.03e-5,0.209,0.657,133.783,4,honky-tonk,FALSE,Allegro
54,236439,True,0.523,0.662,C#/Db,-6.923,major,0.141,0.51,1.98e-4,0.653,0.542,101.207,4,industrial,FALSE,Andante
21,52760,False,0.629,0.541,G,-12.285,major,0.0852,0.769,0,0.123,0.844,109.404,4,show-tunes,FALSE,Moderato
49,224133,False,0.525,0.671,F,-8.167,minor,0.0587,0.694,0,0.106,0.86,93.13,4,pagode,FALSE,Andante
75,292110,False,0.45,0.511,F#/Gb,-9.073,major,0.0276,0.353,0.766,0.139,0.115,96.563,4,ambient,FALSE,Andante
43,194500,False,0.338,0.134,A#/Bb,-17.342,major,0.042,0.993,0.921,0.0888,0.068,85.7,4,new-age,FALSE,Andante
0,313733,False,0.87,0.53,A,-9.654,minor,0.0694,0.0315,1.23e-4,0.0395,0.751,107.882,4,alt-rock,FALSE,Andante
27,209974,False,0.539,0.567,D#/Eb,-8.845,minor,0.0319,0.315,0,0.343,0.186,93.981,4,spanish,FALSE,Andante
34,340733,False,0.575,0.913,B,-4.454,minor,0.115,0.0028,0.0208,0.126,0.341,123.979,4,hard-rock,FALSE,Allegro
29,143133,False,0.506,0.342,D,-12.501,major,0.0318,0.617,1.61e-4,0.106,0.497,115.206,4,children,FALSE,Moderato
20,216296,False,0.751,0.615,C#/Db,-5.835,major,0.244,0.102,0.256,0.177,0.535,81.01,4,study,FALSE,Andante
60,191680,True,0.476,0.844,G,-5.253,major,0.0431,1.81e-5,0.00196,0.272,0.658,155.322,4,garage,FALSE,Allegro
76,255626,False,0.366,0.94,C#/Db,-5.119,minor,0.0696,7.69e-4,9.42e-5,0.188,0.369,130.198,4,alt-rock,FALSE,Allegro
22,221506,False,0.705,0.906,E,-2.734,minor,0.119,0.344,0,0.328,0.851,125.925,4,j-idol,FALSE,Allegro
19,67326,False,0.238,0.165,C,-21.549,major,0.0382,0.0735,0.778,0.12,0.0374,92.536,4,british,FALSE,Andante
24,195066,False,0.759,0.703,B,-5.565,minor,0.0407,0.0192,0,0.214,0.662,127.973,4,party,FALSE,Allegro
37,281887,False,0.386,0.414,G,-7.771,major,0.029,0.00182,0.0021,0.111,0.18,126.22,3,blues,FALSE,Allegro
42,149304,False,0.683,0.804,C#/Db,-7.745,major,0.0368,0.00706,4.34e-4,0.123,0.599,171.981,4,forro,FALSE,Vivace
36,201333,False,0.527,0.782,E,-5.951,minor,0.0351,0.0471,6.7e-5,0.0793,0.805,126.066,4,heavy-metal,FALSE,Allegro
40,176400,False,0.378,0.991,A,-2.897,major,0.0779,0.00526,0,0.371,0.754,164.969,4,hard-rock,FALSE,Allegro
21,232186,False,0.73,0.979,A#/Bb,-2.843,major,0.0566,0.174,2.88e-4,0.204,0.783,133.942,4,j-idol,FALSE,Allegro
17,248639,False,0.443,0.945,F,-1.449,major,0.0564,0.0313,1.61e-4,0.196,0.555,164.943,4,j-idol,FALSE,Allegro
37,117973,False,0.254,0.208,E,-23.672,major,0.0429,0.922,0.613,0.634,0.145,129.63,4,new-age,FALSE,Allegro
60,225693,True,0.443,0.96,F,-3.153,minor,0.102,7.79e-4,0,0.81,0.263,96.579,4,metalcore,FALSE,Andante
52,184600,False,0.581,0.68,G#/Ab,-5.076,minor,0.0357,0.11,0,0.177,0.438,107.986,4,anime,FALSE,Andante
0,174800,False,0.266,0.181,G,-15.143,minor,0.0375,0.888,4.99e-4,0.124,0.106,138.908,3,jazz,FALSE,Allegro
5,307129,False,0.571,0.818,F#/Gb,-13.445,minor,0.0529,0.00252,0.819,0.22,0.193,133.309,4,detroit-techno,FALSE,Allegro
16,236392,False,0.773,0.337,A#/Bb,-12.578,major,0.0364,0.855,0,0.146,0.486,112.49,3,malay,FALSE,Moderato
71,189052,False,0.738,0.861,D,-4.141,major,0.237,0.318,0.00182,0.325,0.58,131.98,4,k-pop,FALSE,Allegro
7,560036,False,0.759,0.674,G,-9.76,major,0.0431,1e-4,0.862,0.0954,0.267,124.898,4,chicago-house,FALSE,Allegro
46,210813,False,0.573,0.499,D#/Eb,-6.363,major,0.0275,0.578,0,0.118,0.288,80.059,4,club,FALSE,Andante
37,162573,False,0.849,0.884,A,-4.919,major,0.249,0.237,0,0.11,0.781,139.993,4,kids,FALSE,Allegro
39,211613,False,0.563,0.802,F,-5.749,minor,0.0326,0.00647,0.0778,0.089,0.383,75,4,trip-hop,FALSE,Adagio
50,365932,False,0.554,0.81,A,-5.079,major,0.0382,0.0725,0.369,0.148,0.21,128.023,4,breakbeat,FALSE,Allegro
42,272391,False,0.43,0.21,G,-12.989,major,0.0352,0.884,0,0.0677,0.305,151.439,3,world-music,FALSE,Allegro
16,267386,False,0.526,0.844,G,-7.558,minor,0.0834,0.0156,0.704,0.448,0.0384,122.979,4,breakbeat,FALSE,Allegro
48,219040,False,0.401,0.177,F,-11.218,major,0.0359,0.938,8.49e-5,0.121,0.449,111.648,4,club,FALSE,Moderato
26,214933,False,0.482,0.137,G,-11.566,major,0.0426,0.951,1.35e-5,0.106,0.363,70.96,4,guitar,FALSE,Adagio
35,413506,False,0.282,0.8,C,-7.11,major,0.0376,0.0769,0.0267,0.922,0.381,128.731,4,goth,FALSE,Allegro
44,181185,False,0.832,0.709,C,-4.002,major,0.0381,0.646,0,0.108,0.817,136.897,4,forro,FALSE,Allegro
0,269000,False,0.123,0.272,G,-16.685,major,0.0481,0.968,0.0906,0.109,0.138,57.886,5,romance,FALSE,Lento/Largo
30,226924,True,0.598,0.976,E,-4.436,major,0.13,9.17e-4,7.07e-6,0.256,0.617,94.984,4,heavy-metal,FALSE,Andante
22,161066,False,0.377,0.387,F#/Gb,-9.513,minor,0.0338,0.748,5.59e-4,0.176,0.153,124.391,4,show-tunes,FALSE,Allegro
16,185173,False,0.656,0.294,A,-10.341,minor,0.0751,0.859,6.22e-5,0.0645,0.53,111.967,3,tango,FALSE,Moderato
46,316426,True,0.704,0.99,E,-5.208,major,0.0812,0.157,0.802,0.629,0.252,125.011,4,breakbeat,FALSE,Allegro
37,88015,False,0.709,0.715,G,-5.985,major,0.0569,0.43,0,0.188,0.465,104.097,4,samba,TRUE,Andante
20,249277,False,0.283,0.953,A,-4.808,minor,0.0827,0.00311,3.02e-4,0.873,0.241,127.51,4,heavy-metal,FALSE,Allegro
10,196128,False,0.198,0.538,A,-8.689,major,0.035,0.183,0.999,0.148,0.241,99.331,4,idm,FALSE,Andante
25,170813,False,0.354,0.62,E,-5.898,major,0.0302,0.0424,0,0.225,0.528,136.82,4,garage,FALSE,Allegro
35,122789,False,0.606,0.473,A#/Bb,-10.077,major,0.0374,0.801,8.39e-4,0.0979,0.209,97.594,3,cantopop,FALSE,Andante
41,290853,False,0.715,0.701,C#/Db,-5.575,minor,0.0357,0.0921,0.558,0.0984,0.265,85.994,4,trip-hop,FALSE,Andante
51,239516,False,0.565,0.827,G,-4.911,major,0.0764,0.212,0,0.3,0.69,159.816,4,forro,FALSE,Allegro
41,277453,False,0.572,0.913,A,-5.666,minor,0.0554,0.48,0,0.699,0.833,106.497,4,pagode,FALSE,Andante
14,155933,False,0.653,0.492,B,-8.913,major,0.0274,0.599,7.06e-6,0.815,0.613,125.175,4,honky-tonk,FALSE,Allegro
34,271240,False,0.456,0.644,F,-8.647,major,0.158,0.776,0,0.166,0.451,116.172,3,psych-rock,FALSE,Moderato
46,225400,False,0.38,0.552,G,-8.545,major,0.213,0.374,0,0.133,0.647,82.935,4,brazil,FALSE,Andante
19,240800,False,0.276,0.0768,D,-23.408,major,0.0394,0.96,0.824,0.139,0.07,135.882,4,new-age,FALSE,Allegro
42,254786,False,0.563,0.37,A#/Bb,-9.384,major,0.0312,0.829,9.76e-4,0.088,0.274,75.037,4,indie-pop,FALSE,Adagio
13,249040,False,0.669,0.519,G,-16.943,major,0.0513,0.001,0.257,0.276,0.874,133.585,4,detroit-techno,FALSE,Allegro
48,247463,False,0.389,0.181,C,-11.148,major,0.0431,0.94,0,0.0644,0.259,127.965,4,ambient,FALSE,Allegro
43,258871,False,0.447,0.502,D,-8.603,major,0.043,0.376,5.16e-6,0.965,0.196,155.828,4,pagode,FALSE,Allegro
67,548253,True,0.3,0.929,C#/Db,-3.214,major,0.0636,2.59e-4,2.26e-6,0.329,0.59,147.116,4,punk,FALSE,Allegro
43,241733,False,0.376,0.768,G,-13.587,major,0.0342,0.00795,0.00435,0.355,0.86,174.135,4,mpb,FALSE,Vivace
64,115194,True,0.873,0.663,C#/Db,-4.086,major,0.15,0.0216,3.56e-4,0.0867,0.525,135.499,4,emo,FALSE,Allegro
20,239866,True,0.799,0.67,A#/Bb,-6.492,minor,0.0921,0.394,0,0.104,0.872,92.985,4,j-dance,FALSE,Andante
6,311649,False,0.793,0.905,C#/Db,-7.258,major,0.124,1.99e-4,0.941,0.0291,0.473,132.796,4,chicago-house,FALSE,Allegro
60,173415,False,0.56,0.799,C#/Db,-3.572,major,0.187,0.362,0,0.838,0.661,174.005,4,sertanejo,FALSE,Vivace
57,141841,False,0.732,0.343,D,-13.208,major,0.0711,0.713,1.23e-5,0.096,0.981,179.959,4,children,FALSE,Presto
10,165000,False,0.494,0.224,C,-20.484,major,0.0313,0.987,0.878,0.119,0.156,108.701,3,idm,FALSE,Moderato
13,40468,False,0.173,0.917,C,-4.835,major,0.127,3.1e-6,0.508,0.312,0.474,161.38,1,grindcore,FALSE,Allegro
61,214400,False,0.578,0.907,E,-4.869,major,0.0895,0.0229,0,0.557,0.66,170.04,4,piano,FALSE,Vivace
48,225976,False,0.727,0.564,A,-9.797,major,0.0567,0.707,0,0.104,0.616,97.008,4,indian,FALSE,Andante
8,104489,False,0.87,0.636,G#/Ab,-10.163,major,0.0974,0.00697,0.00232,0.2,0.726,147.065,4,kids,TRUE,Allegro
58,265800,False,0.402,0.641,D,-5.905,major,0.0335,0.534,0,0.112,0.252,145.054,4,mandopop,FALSE,Allegro
25,238999,False,0.665,0.784,F#/Gb,-4.693,major,0.0499,0.00781,0,0.12,0.846,138.029,4,j-idol,FALSE,Allegro
30,265959,False,0.386,0.752,F#/Gb,-13.686,minor,0.041,0.0103,0.00653,0.6,0.39,165.749,4,hardcore,FALSE,Allegro
19,213866,False,0.367,0.962,G,-6.568,major,0.0842,1.11e-6,0.898,0.199,0.294,97.105,4,black-metal,FALSE,Andante
5,390103,False,0.654,0.687,F#/Gb,-12.735,major,0.0444,0.00417,0.432,0.365,0.439,124.798,4,detroit-techno,FALSE,Allegro
3,266466,False,0.588,0.461,A#/Bb,-15.9,minor,0.0358,0.675,0.896,0.0961,0.15,102.989,4,british,FALSE,Andante
21,512173,False,0.122,0.0912,F,-26.015,major,0.0365,0.944,0.934,0.527,0.117,79.759,4,new-age,FALSE,Andante
45,222668,False,0.55,0.698,E,-6.743,major,0.0482,0.409,1.6e-4,0.303,0.687,138.254,4,r-n-b,FALSE,Allegro
0,59221,False,0.269,0.79,F,-5.318,major,0.0577,1.2e-5,0.901,0.361,0.15,135.822,1,iranian,FALSE,Allegro
38,127738,False,0.821,0.85,B,-6.096,minor,0.0554,0.547,2.56e-6,0.0355,0.966,172.032,4,forro,FALSE,Vivace
41,211680,False,0.73,0.891,C,-5.137,major,0.0532,0.0879,3.04e-4,0.0685,0.64,127.636,4,punk-rock,FALSE,Allegro
28,166360,False,0.468,0.34,E,-12.484,major,0.0287,0.829,0.00545,0.25,0.315,106.362,4,disney,FALSE,Andante
11,141882,False,0.629,0.387,E,-7.574,major,0.0391,0.463,0.833,0.105,0.119,170.057,5,study,FALSE,Vivace
36,179920,False,0.49,0.786,G,-7.775,major,0.127,0.713,0,0.722,0.836,132.037,4,samba,FALSE,Allegro
31,153453,False,0.915,0.527,E,-9.869,major,0.0465,0.465,0,0.2,0.967,117.133,4,children,FALSE,Moderato
27,334424,False,0.378,0.892,A#/Bb,-3.847,major,0.0503,3.17e-5,5.39e-5,0.0926,0.454,127.906,4,heavy-metal,FALSE,Allegro
33,130582,False,0.75,0.531,A#/Bb,-7.165,minor,0.111,0.188,0.358,0.166,0.388,81.942,4,study,FALSE,Andante
25,200586,False,0.385,0.0298,G,-19.777,major,0.0632,0.986,0.893,0.124,0.183,68.465,3,new-age,FALSE,Adagio
18,137933,False,0.411,0.411,E,-9.084,major,0.0326,0.512,0.0326,0.097,0.191,72.132,4,malay,FALSE,Adagio
21,178266,False,0.681,0.557,D,-12.225,major,0.0251,0.227,0.00111,0.0886,0.796,111.38,4,power-pop,FALSE,Moderato
26,445426,False,0.529,0.939,A,-6.669,major,0.135,0.403,0,0.965,0.62,130.941,4,groove,FALSE,Allegro
36,154412,False,0.229,0.98,F#/Gb,-3.307,major,0.071,0.00118,5.06e-6,0.511,0.327,121.778,4,punk-rock,FALSE,Allegro
38,321000,False,0.428,0.773,A#/Bb,-5.181,major,0.0487,0.028,0,0.126,0.274,143.986,4,world-music,FALSE,Allegro
24,176573,False,0.735,0.919,D,-5.634,major,0.035,0.0042,0,0.221,0.856,127.042,4,party,FALSE,Allegro
61,315173,True,0.499,0.966,G,-4.679,major,0.11,3.29e-4,6.1e-5,0.151,0.215,138.042,4,metal,FALSE,Allegro
12,180253,False,0.511,0.405,G,-11.092,major,0.0403,0.656,0,0.157,0.497,93.971,4,honky-tonk,FALSE,Andante
33,100934,False,0.172,0.00535,D#/Eb,-27.093,major,0.0992,0.955,1,0.113,1e-5,79.335,4,sleep,FALSE,Andante
26,176493,False,0.108,0.29,C#/Db,-14.76,major,0.0504,0.611,0.911,0.049,0.0394,166.161,3,disney,FALSE,Allegro
56,140173,False,0.524,0.88,C,-3.865,major,0.0987,0.404,1.91e-4,0.154,0.758,148.058,4,british,FALSE,Allegro
70,230063,False,0.665,0.687,B,-6.466,minor,0.0547,0.155,9.28e-5,0.173,0.651,106.023,4,k-pop,FALSE,Andante
42,182484,False,0.619,0.741,C,-6.244,major,0.0377,0.617,0,0.136,0.636,152.04,4,pagode,FALSE,Allegro
45,181826,False,0.543,0.915,C,-3.982,major,0.0663,0.482,0,0.323,0.501,131.402,4,sertanejo,FALSE,Allegro
8,313318,False,0.763,0.88,C#/Db,-8.743,major,0.0478,0.0241,0.931,0.2,0.0531,131.076,4,chicago-house,FALSE,Allegro
46,338640,False,0.475,0.724,C,-6.51,major,0.0427,0.127,0.0014,0.0988,0.507,128.51,4,goth,FALSE,Allegro
55,187880,True,0.722,0.781,C#/Db,-5.772,minor,0.219,0.103,0,0.0849,0.494,148.066,4,british,FALSE,Allegro
28,382866,False,0.746,0.593,G,-7.238,major,0.0517,0.0257,0.947,0.0371,0.475,128.446,4,detroit-techno,FALSE,Allegro
41,233466,False,0.356,0.96,C#/Db,-2.214,major,0.135,6.64e-5,4.01e-5,0.356,0.461,164.007,4,groove,FALSE,Allegro
12,184026,False,0.554,0.344,D,-9.304,major,0.0319,0.602,0,0.166,0.407,115.212,4,honky-tonk,FALSE,Moderato
21,175189,False,0.66,0.0845,D,-17.024,minor,0.0478,0.992,0.936,0.0988,0.183,71.913,4,disney,FALSE,Adagio
53,292338,False,0.284,0.935,A#/Bb,-5.555,minor,0.13,5.06e-6,1.53e-4,0.268,0.307,103.92,4,grunge,FALSE,Andante
