popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,multiple_artists,tempo_cat,artists,album_name,track_name
11,131200,False,0.736,0.53,E,-10.326,major,0.0355,0.418,1.58e-4,0.196,0.818,113.829,4,honky-tonk,FALSE,Moderato,Lefty Frizzell,The Essential Lefty Frizzell,Watermelon Time In Georgia - Single Version
23,201613,False,0.509,0.977,C,-3.894,major,0.227,0.177,0.00498,0.451,0.301,139.945,4,goth,FALSE,Allegro,Håkan Hellström,2 steg från paradise (Deluxe Version),Det här är min tid - PT. 2
23,298266,False,0.717,0.963,F,-4.819,minor,0.0678,0.0311,0.00108,0.0708,0.742,125.986,4,synth-pop,FALSE,Allegro,Indochine,Unita (Best Of),Kao bang
22,263320,False,0.75,0.932,G,-5.68,major,0.0718,0.00341,0.0823,0.344,0.82,124.012,4,afrobeat,FALSE,Allegro,Los Amigos Invisibles,Super Pop Venezuela,All Day Today
25,207266,False,0.61,0.983,C#/Db,-5.69,major,0.0804,0.0168,0.129,0.958,0.488,136.984,4,happy,FALSE,Allegro,Scooter,20 Years of Hardcore (Remastered),We Are the Greatest
20,215872,False,0.12,0.383,F,-13.301,major,0.0348,0.46,0.905,0.0933,0.0352,149.431,3,british,FALSE,Allegro,Lorne Balfe,Black Adam (Original Motion Picture Soundtrack),Father & Son
75,245620,False,0.583,0.712,D,-4.942,minor,0.0326,0.2,0,0.268,0.778,94.051,4,k-pop,FALSE,Andante,BTS,Love Yourself 承 'Her',Pied Piper
33,115199,False,0.209,0.998,A,-18.743,minor,0.048,0.248,0.921,0.88,1e-5,79.747,5,sleep,FALSE,Andante,Meeresrauschen,"Meeresrauschen zur Entspannung, für Meditation, Yoga und Wellness",Die Entspannungsmethode
53,304666,False,0.352,0.479,F#/Gb,-9.965,major,0.0338,0.339,3.53e-4,0.486,0.354,126.166,4,british,FALSE,Allegro,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),Within You Without You - Remastered 2009
22,139466,False,0.414,0.177,D,-16.023,major,0.0305,0.885,9.82e-5,0.133,0.472,67.209,3,honky-tonk,TRUE,Adagio,George Jones;Tammy Wynette,Greatest Hits,Take Me
54,256666,False,0.637,0.329,G,-10.366,major,0.0349,0.725,8.51e-6,0.245,0.255,177.792,4,mandopop,FALSE,Presto,Jay Chou,杰倫,星晴
10,184066,False,0.58,0.182,E,-12.245,minor,0.0322,0.893,0,0.0798,0.446,104.539,4,honky-tonk,TRUE,Andante,Hank Williams;Drifting Cowboys,20 Of Hank Williams' Greatest Hits,Ramblin' Man
19,170946,False,0.53,0.196,A#/Bb,-16.187,major,0.0285,0.797,1.61e-6,0.0975,0.583,105.624,4,honky-tonk,FALSE,Andante,George Jones,The Very Best Of George Jones (Original Musicor Records Recordings),Wrapped Around Her Finger
61,247282,False,0.622,0.244,F#/Gb,-11.319,major,0.0293,0.848,5.96e-5,0.0965,0.167,127.89,4,chill,FALSE,Allegro,keshi,GABRIEL,ANGEL
14,204750,False,0.833,0.685,C,-8.959,major,0.0601,0.0509,1.08e-6,0.0599,0.436,135.019,4,kids,FALSE,Allegro,Pj Panda,"The New Nursery Rhymes, Vol. 1",The Finger Family Song (Daddy Finger) [Trap Remix]
40,262280,False,0.621,0.501,E,-6.229,minor,0.0409,0.089,3.18e-6,0.104,0.304,119.897,3,electronic,FALSE,Moderato,Miranda!,Es Mentira,Iman
33,109714,False,0.593,0.724,C,-8.682,minor,0.0662,0.477,0.965,0.169,0.793,140.138,4,study,FALSE,Allegro,Nathan Kawanishi,Romanticizing the Ordinary / Butterfly Effect,Butterfly Effect
0,88973,False,0.478,0.332,F#/Gb,-10.409,minor,0.0368,0.99,1.64e-4,0.251,0.332,106.325,4,romance,FALSE,Andante,Nikolay Kopylov,"Сергей Рахманинов, Романсы",Давно В Любви...
7,407580,False,0.197,0.356,A,-12.047,minor,0.0297,0.0448,0.921,0.09,0.0383,100.033,4,iranian,FALSE,Andante,Crows in the Rain,Sorrow for an Unfinished Dream,Little Boy On Raven Wings Pt. 2
36,134453,False,0.398,0.955,D,-3.627,major,0.0569,0.0048,0,0.0833,0.665,143.729,4,emo,FALSE,Allegro,CPM 22,CPM22 - 20 Anos,Regina Let's Go!
21,288573,False,0.37,0.745,B,-6.199,minor,0.0893,0.148,0.00126,0.0708,0.302,179.892,4,malay,FALSE,Presto,Sujatha,Nammal Thammil (Original Motion Picture Soundtrack),Junile Nilamazhayil
23,224890,True,0.552,0.851,F#/Gb,-2.594,major,0.18,0.0665,0,0.0855,0.733,102.317,4,j-dance,FALSE,Andante,Vybz Kartel,Duet Deluxe Edition,Love Yuh Enuh
10,266802,False,0.271,0.136,F,-31.641,major,0.0349,0.411,0.809,0.0729,0.0549,98.152,3,iranian,FALSE,Andante,Alphaxone,Dystopian Gate,Underworld
34,212960,False,0.663,0.824,F#/Gb,-5.23,major,0.0411,0.529,0,0.138,0.846,112.983,4,ska,FALSE,Moderato,Lasse Stefanz,Forever,En tår på min kind
44,198688,False,0.673,0.931,A#/Bb,-4.326,minor,0.0394,3.7e-4,0.487,0.044,0.929,122.023,4,detroit-techno,FALSE,Allegro,Inner City,Big Fun (Remastered),Big Fun (Remastered)
54,180373,True,0.449,0.872,B,-4.992,major,0.0507,7.93e-4,6.2e-4,0.0642,0.788,130.22,4,garage,FALSE,Allegro,Arctic Monkeys,Suck It and See,The Hellcat Spangled Shalalala
45,211822,False,0.342,0.297,C,-8.403,minor,0.0312,0.717,6.21e-5,0.131,0.071,76.657,4,world-music,FALSE,Andante,for KING & COUNTRY,What Are We Waiting For?,Unsung Hero
32,326560,False,0.613,0.625,A,-7.825,minor,0.0223,0.158,2.23e-4,0.14,0.712,97.822,4,j-rock,FALSE,Andante,Mr.Children,Atomic Heart,クラスメイト
24,344293,False,0.615,0.383,C,-10.709,minor,0.0364,0.0631,1.27e-4,0.361,0.348,82.089,4,malay,FALSE,Andante,Sujatha,Desadanam (Original Motion Picture Soundtrack),Engine Njan
71,263333,False,0.468,0.607,A,-11.367,major,0.0336,0.072,8.52e-4,0.225,0.886,98.429,4,hard-rock,FALSE,Andante,Led Zeppelin,Led Zeppelin II (1994 Remaster),Ramble On - 1990 Remaster
37,291240,False,0.56,0.752,A,-6.015,major,0.115,0.201,0,0.223,0.707,106.192,4,j-pop,FALSE,Andante,サザンオールスターズ,熱い胸さわぎ,瞳の中にレインボウ
29,224400,False,0.468,0.975,A#/Bb,-2.922,major,0.0988,1.71e-4,2.11e-4,0.406,0.331,145.027,4,heavy-metal,FALSE,Allegro,Stam1na,Nocebo,Valtiaan uudet vaateet
45,218197,False,0.681,0.843,F,-6.213,major,0.0423,0.0421,0,0.791,0.612,104.983,4,world-music,FALSE,Andante,Planetshakers,Let's Go (Live),Born To Praise
52,506876,False,0.427,0.262,C,-18.505,major,0.0429,0.244,0.879,0.227,0.0405,119.983,4,german,FALSE,Moderato,Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],Coward
5,273712,False,0.728,0.993,E,-6.914,minor,0.086,0.226,0.917,0.111,0.279,137.651,4,detroit-techno,FALSE,Allegro,Surgeon,Patience,"Patience, Pt. 5"
54,297651,False,0.421,0.573,F,-10.778,minor,0.337,0.496,0,0.179,0.549,84.782,4,dancehall,FALSE,Andante,Burna Boy,"Love, Damini",How Bad Could It Be
22,148711,False,0,0.00108,C,-30.204,major,0,0.952,0.991,0.242,0,0,0,guitar,FALSE,NA,Little Symphony,Rialto Beach,Campomoro
0,297612,False,0.0653,0.103,C,-20.006,major,0.0383,0.979,0.966,0.0811,0.0352,73.618,5,iranian,FALSE,Adagio,Spuntic,Foundation,Sleep and Waking
28,95946,False,0.158,0.0296,A,-20.019,minor,0.035,0.812,0.925,0.152,0.0298,76.577,4,disney,FALSE,Andante,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),Mirabel la tenace
50,197373,False,0.479,0.752,E,-4.99,minor,0.0793,0.0016,1.78e-5,0.0599,0.741,175.997,4,garage,FALSE,Vivace,Arctic Monkeys,Suck It and See,Evil Twin
22,171733,False,0.385,0.982,C,-2.329,major,0.0715,5.26e-5,1.31e-4,0.225,0.439,112.809,4,heavy-metal,FALSE,Moderato,Almafuerte,Ultimando (Cotidiafonos Volumen 1),Del Fumador
80,334666,False,0.427,0.9,B,-3.674,major,0.0499,0.116,1.75e-5,0.119,0.599,104.655,4,alt-rock,FALSE,Andante,Red Hot Chili Peppers,Stadium Arcadium,Snow (Hey Oh)
29,227250,False,0.48,0.146,A#/Bb,-12.876,major,0.0557,0.976,0.899,0.111,0.286,179.397,3,guitar,FALSE,Presto,Henrik Janson,Classical Baby Sleep Music,Ave Maria by Schubert
39,207226,False,0.654,0.613,G,-7.329,major,0.0343,0.44,0,0.685,0.605,131.806,4,forro,FALSE,Allegro,Pablo,É Só Dizer Que Sim,Ta Tudo Terminado
48,277986,False,0.319,0.205,E,-14.326,major,0.0383,0.683,9.65e-5,0.114,0.196,138.493,3,cantopop,FALSE,Allegro,Faye Wong,天空,矜持
47,200748,False,0.565,0.776,C#/Db,-6.91,minor,0.0395,0.629,1.2e-6,0.975,0.722,79.935,4,pagode,FALSE,Andante,Ferrugem,"Prazer, eu sou Ferrugem (Ao vivo)",O meu coração tem medo - Ao vivo
27,268546,False,0.449,0.971,C,-3.075,major,0.124,0.0107,2.15e-5,0.0658,0.32,102.768,4,goth,FALSE,Andante,New Model Army,The Love Of Hopeless Causes,Here Comes the War
30,295813,False,0.5,0.91,D#/Eb,-3.088,minor,0.0648,0.0974,4.29e-4,0.0682,0.556,149.964,4,j-idol,FALSE,Allegro,Keyakizaka46,世界には愛しかない (Special Edition),渋谷からPARCOが消えた日
20,237866,False,0.396,0.8,A,-12.132,minor,0.096,0.00693,8.87e-4,0.0896,0.574,149.516,4,goth,FALSE,Allegro,New Model Army,Thunder And Consolation,125 Mph
24,171840,False,0.51,0.543,D,-9.601,major,0.061,0.71,0.00159,0.065,0.621,111.868,4,tango,FALSE,Moderato,Roberto Goyeneche,Tango Feroz (Original Motion Picture Soundtrack),Malevaje
10,67826,False,0.437,0.236,B,-13.26,minor,0.033,0.883,1.27e-4,0.226,0.447,89.301,4,honky-tonk,FALSE,Andante,Hank Williams,The Complete Hank Williams,When You're Tired Of Breaking Others' Hearts
33,276533,False,0.763,0.809,C,-4.957,major,0.0458,0.224,0,0.0803,0.689,86.606,4,salsa,FALSE,Andante,Maelo Ruiz,Regálame Una Noche,Dile a Tu Dueño
62,240217,False,0.572,0.601,B,-6.879,minor,0.0392,0.0123,2.37e-4,0.101,0.552,142.258,3,alt-rock,FALSE,Allegro,Red Hot Chili Peppers,Return of the Dream Canteen,Handful
10,223819,False,0.545,0.952,C,-4.413,major,0.049,2.55e-4,0.0432,0.151,0.099,133.036,4,breakbeat,FALSE,Allegro,The Prodigy,No Tourists,We Live Forever
47,193410,False,0.705,0.811,F#/Gb,-2.966,major,0.0377,0.639,0,0.367,0.795,138.993,4,forro,FALSE,Allegro,Silvanno Salles,20 Melhores Recordações,Book Rosa
50,177084,False,0.416,0.793,B,-4.4,major,0.0413,0.152,0,0.652,0.494,95.187,4,sertanejo,FALSE,Andante,Matheus & Kauan,Se Melhorar Estraga (Ao Vivo),Bate Língua - Ao Vivo
33,110826,False,0.442,0.243,G,-11.099,major,0.0283,0.844,0.499,0.188,0.34,82.062,3,honky-tonk,FALSE,Andante,Floyd Cramer,Last Date,Tennessee Waltz
55,255586,False,0.513,0.973,F#/Gb,-4.115,minor,0.0849,4.58e-5,0.00326,0.224,0.159,121.018,4,metalcore,FALSE,Allegro,Architects,Holy Hell,Hereafter
38,394149,False,0.564,0.631,B,-6.942,major,0.0327,0.207,0.249,0.121,0.374,141.965,4,breakbeat,FALSE,Allegro,The Chemical Brothers,We Are The Night,The Pills Won't Help You Now
49,461053,False,0.313,0.631,D,-7.734,minor,0.0395,0.0525,0.0833,0.184,0.184,119.972,4,death-metal,FALSE,Moderato,Opeth,Watershed (Special Edition),Burden
71,222093,False,0.538,0.679,E,-4.297,major,0.0333,0.191,0.00175,0.0889,0.0888,121.99,4,alt-rock,FALSE,Allegro,The Strokes,The New Abnormal,Selfless
6,212706,False,0.557,0.832,D,-6.708,minor,0.0325,8.68e-4,0.00128,0.0975,0.75,142.702,4,power-pop,FALSE,Allegro,Blondie,80s Bangers Vol. 1,"Call Me - Single Version / Theme From ""American Gigolo"""
0,186693,False,0.509,0.261,E,-8.962,minor,0.0513,0.977,0.00285,0.109,0.173,133.327,4,romance,FALSE,Allegro,Nikolay Kopylov,Golden Hits Of The Ancient Russian Romance Vol. 1,Only Once
60,108853,False,0.689,0.313,C,-10.073,major,0.0366,0.789,0,0.144,0.625,133.754,4,british,FALSE,Allegro,The Beatles,Beatles For Sale (Remastered),I'll Follow The Sun - Remastered 2009
5,68500,False,0.937,0.268,F#/Gb,-7.615,major,0.318,0.803,0.204,0.0919,0.791,119.982,4,study,FALSE,Moderato,Beat Oven,GROOVE!,Got Me Like
45,278973,False,0.349,0.628,B,-7.25,minor,0.0325,0.287,0.00498,0.274,0.354,98,4,heavy-metal,FALSE,Andante,Accept,Objection Overruled,Amamos La Vida
11,205573,False,0.642,0.282,B,-18.19,major,0.0405,0.513,2.47e-5,0.243,0.29,121.163,4,honky-tonk,FALSE,Allegro,George Jones,One Woman Man,Radio Lover
37,256394,False,0.6,0.752,D,-8.517,major,0.0468,0.497,3.59e-6,0.337,0.861,176.086,4,salsa,FALSE,Presto,Maelo Ruiz,Lo Mejor De Mí,Pero Yo Te Amo
11,185294,False,0.563,0.699,D#/Eb,-7.282,major,0.0327,0.384,0.813,0.12,0.0622,84.991,4,study,FALSE,Andante,Justnormal,Gossamer,Goodbyes Suck
33,306293,False,0.623,0.926,B,-2.109,minor,0.0355,0.00426,1.59e-5,0.168,0.879,128.004,4,j-idol,FALSE,Allegro,Perfume,"Perfume The Best ""P Cubed""",ワンルーム・ディスコ
47,238087,False,0.436,0.425,G,-6.098,major,0.0433,0.82,0,0.297,0.518,187.634,4,sertanejo,FALSE,Presto,Eduardo Costa,Eduardo Costa na Fazenda,Esta Noite Foi Maravilhosa
13,148533,False,0.536,0.307,G,-12.155,major,0.031,0.494,0,0.337,0.614,120.991,4,honky-tonk,FALSE,Allegro,George Jones,My Favorites Of Hank Williams,You Win Again
22,182173,False,0.455,0.805,G#/Ab,-5.346,major,0.037,0.445,2.84e-5,0.323,0.934,82.401,4,rockabilly,FALSE,Andante,The Baseballs,Forever Young,Forever Young
8,408000,False,0.762,0.742,G,-14.771,major,0.0589,0.00433,0.889,0.153,0.821,133.551,4,detroit-techno,FALSE,Allegro,Model 500,Classics,Electric Entourage
41,278106,False,0.662,0.897,E,-4.742,minor,0.0356,0.0173,0.00595,0.302,0.924,145.124,4,swedish,FALSE,Allegro,Lars Winnerbäck,Hosianna,Utkast till ett brev
5,59760,False,0.44,0.144,D,-13.545,major,0.0463,0.976,0.465,0.113,0.543,116.972,3,classical,TRUE,Moderato,Wolfgang Amadeus Mozart;Wiener Mozart Ensemble;Willi Boskovsky,Mozart - Inspiring Classics,Three Minuets K. 363: No. 1 in D
10,137066,False,0.694,0.44,G,-12.769,major,0.0467,0.34,0.952,0.199,0.884,95.738,4,honky-tonk,FALSE,Andante,Floyd Cramer,The Essential Floyd Cramer,Fancy Pants
67,171803,False,0.606,0.815,F,-3.818,minor,0.232,0.04,0,0.119,0.386,88.054,4,k-pop,FALSE,Andante,BTS,The Most Beautiful Moment in Life: Young Forever,Epilogue: Young Forever
58,322280,False,0.465,0.971,F,-3.466,minor,0.0749,0.00366,0.00375,0.326,0.483,156.171,4,goth,FALSE,Allegro,Nightwish,Imaginaerum,Storytime
19,260506,False,0.431,0.948,C,-1.844,major,0.113,0.0406,0.00641,0.313,0.477,169.821,4,j-idol,FALSE,Vivace,Momoiro Clover Z,ZZ's,DNA狂詩曲 -ZZ ver.-
5,330732,False,0.732,0.574,B,-16.33,major,0.0718,0.135,0.434,0.0888,0.416,120.954,4,detroit-techno,FALSE,Allegro,Moodymann,Telephone,Forevernevermore - Remix
7,484386,False,0.79,0.804,B,-13.473,major,0.0749,0.766,0.939,0.102,0.402,130.046,4,detroit-techno,FALSE,Allegro,Aril Brikha,Ex Machina,Last One
41,295000,False,0.342,0.491,A#/Bb,-5.07,major,0.0367,0.579,0,0.202,0.184,110.039,4,gospel,FALSE,Moderato,Gabriela Rocha,Jesus,Cuida de Mim
0,232122,False,0.634,0.923,D,-4.478,major,0.0517,0.0118,0,0.0607,0.883,134.856,3,children,FALSE,Allegro,Kidz Bop Kids,Oh Santa! Kids Christmas Songs,The 12 Days Of Christmas
20,139521,False,0.812,0.624,A,-14.324,minor,0.102,0.0549,0,0.239,0.693,124.089,4,kids,FALSE,Allegro,Christopher Zondaflex Tyler,Mr Chris Hip Hop Dance Moves,Head Shoulders Knees & Toes
44,305613,False,0.231,0.545,G,-8.92,major,0.0358,0.838,3.5e-6,0.0961,0.325,77.727,4,indian,TRUE,Andante,Pritam;Arijit Singh,Yours Truly Arijit,"Phir Le Aya Dil (From ""Barfi!"") - Reprise"
31,160760,False,0.8,0.441,D#/Eb,-7.942,major,0.0317,0.499,0,0.207,0.463,104.122,4,rock-n-roll,FALSE,Andante,Los Freddy's,20 Éxitos Populares,Francamente
10,364500,False,0.674,0.632,F#/Gb,-10.724,minor,0.0301,0.0112,0.868,0.119,0.341,140.039,5,idm,FALSE,Allegro,Ochre,Lemodie,Beneath Fleeting Visions
44,188766,False,0.546,0.619,A,-5.509,major,0.0327,0.533,0,0.59,0.412,128.051,4,pagode,FALSE,Allegro,Péricles,"Mensageiro do Amor, Pt. 1 (Ao Vivo)",Foi Inevitável - Ao Vivo
42,593600,False,0.521,0.731,G,-6.115,major,0.36,0.464,0,0.758,0.728,83.667,4,mpb,FALSE,Andante,Legião Urbana,Acústico (Ao Vivo Em São Paulo / 1999),Faroeste Caboclo - Ao Vivo Em São Paulo / 1999
21,256208,False,0.482,0.988,F,-2.333,major,0.204,0.182,8.16e-6,0.332,0.363,157.987,4,j-idol,FALSE,Allegro,NMB48,難波愛~今、思うこと~ (通常盤),虹の作り方/太田夢莉 薮下柊 渋谷凪咲 須藤凜々花 内木志
27,348826,False,0.605,0.842,C#/Db,-9.482,major,0.0553,0.0133,0.664,0.341,0.39,116.151,4,afrobeat,FALSE,Moderato,Plastilina Mosh,Aquamosh,Banano´s Bar
18,254586,False,0.523,0.977,C,-1.896,minor,0.144,0.0594,4.89e-6,0.37,0.6,131.043,4,j-idol,FALSE,Allegro,AKB48,AKB48 15th Anniversary Single PLAYLIST II,フライングゲット
53,305509,False,0.649,0.683,F#/Gb,-6.49,major,0.0424,0.0313,0,0.118,0.381,130,4,anime,FALSE,Allegro,Official HIGE DANdism,Subtitle,Subtitle
38,212453,False,0.477,0.976,A,-6.107,major,0.0841,0.00225,1.98e-5,0.371,0.453,133.104,4,hard-rock,FALSE,Allegro,Matanza,Pior Cenário Possível,Pior Cenário Possível
48,235080,False,0.65,0.628,G,-7.16,major,0.0232,0.0483,0,0.119,0.7,84.141,4,acoustic,FALSE,Andante,Jason Mraz,Love Is a Four Letter Word,Living in the Moment
21,206453,False,0.498,0.996,C#/Db,-3.836,major,0.171,4.68e-5,6.51e-5,0.0679,0.0645,118.069,4,heavy-metal,FALSE,Moderato,Carajo,Carajo,Conquistador
21,266026,True,0.694,0.409,C,-11.648,major,0.0717,0.507,0,0.0774,0.617,136.241,4,comedy,FALSE,Allegro,Kevin Bloody Wilson,My Australian Roots,Double Decker Dog
68,259413,False,0.557,0.845,G#/Ab,-2.926,minor,0.0346,0.0303,0.00851,0.354,0.508,123.997,4,alt-rock,FALSE,Allegro,The Neighbourhood,I Love You.,W.D.Y.W.F.M?
39,414750,False,0.432,0.404,D,-12.903,major,0.0353,0.0328,7.18e-5,0.221,0.0976,128.012,4,gospel,FALSE,Allegro,Kemuel,Kemuel Worship I,Eu Também (100 Bilhões X) [So Will I (100 Billion X)]
46,158866,False,0.621,0.395,A,-12.138,major,0.0311,0.64,0,0.33,0.589,98.146,3,honky-tonk,FALSE,Andante,Ernest Tubb,Retrospective (Volume 2),Waltz Across Texas
53,210731,False,0.729,0.406,D#/Eb,-8.831,minor,0.0822,0.109,0.565,0.27,0.0388,163.998,4,trance,FALSE,Allegro,Mandragora,Slytherin,Slytherin
20,219973,False,0.582,0.962,D,-2.798,major,0.0578,0.0685,0.00117,0.0378,0.804,138.096,4,power-pop,FALSE,Allegro,Hoodoo Gurus,Kinky,I Don't Mind - 2005 Remaster
52,254346,False,0.694,0.78,D,-7.872,minor,0.0267,0.121,0.00157,0.114,0.829,120.266,4,synth-pop,FALSE,Allegro,a-ha,The Singles: 1984-2004,The Living Daylights
47,167640,False,0.544,0.797,C#/Db,-5.187,major,0.162,0.199,0,0.0986,0.384,77.565,4,club,FALSE,Andante,Glee Cast,Don't Rain on My Parade (Glee Cast Version),Don't Rain on My Parade (Glee Cast Version)
35,301333,False,0.54,0.777,E,-8.405,minor,0.0294,0.217,0.0146,0.083,0.712,94.999,4,new-age,FALSE,Andante,Yanni,Ethnicity,Never Too Late
41,287226,False,0.471,0.778,B,-3.941,major,0.0289,0.223,1.84e-5,0.428,0.52,93.969,4,heavy-metal,FALSE,Andante,Ricardo Iorio,Atesorando los cielos,Justo Que Te Vas
72,286293,False,0.508,0.33,E,-14.071,major,0.0265,0.259,0.154,0.114,0.101,96.818,4,ambient,FALSE,Andante,Cigarettes After Sex,EP I.,Nothing's Gonna Hurt You Baby
26,244680,False,0.579,0.267,E,-12.506,major,0.0311,0.808,4.05e-5,0.109,0.473,95.991,4,opera,FALSE,Andante,Andrea Bocelli,Cieli Di Toscana (Remastered),Si voltò
57,215173,False,0.627,0.539,C,-8.226,major,0.0274,0.526,3.61e-6,0.129,0.718,137.598,4,piano,FALSE,Allegro,Elton John,Honky Chateau,I Think I'm Going To Kill Myself
0,126586,False,0.351,0.239,C#/Db,-15.79,minor,0.0447,0.99,0.00488,0.176,0.077,145.327,3,romance,FALSE,Allegro,Nikolay Kopylov,"Сергей Рахманинов, Романсы",Ночь Печальна
38,386186,False,0.216,0.199,F#/Gb,-18.43,minor,0.032,0.948,0.981,0.0904,0.052,101.935,3,new-age,FALSE,Andante,Yanni,In My Time,Until the Last Moment
33,145946,False,0.372,0.5,G,-6.951,minor,0.0269,0.0988,1.99e-5,0.337,0.557,88.619,3,rock-n-roll,FALSE,Andante,Los Solitarios,Colección De Oro,Lo Que Te Queda
42,231680,False,0.487,0.961,E,-4.139,major,0.132,0.0415,1.15e-6,0.553,0.323,170.005,4,alternative,FALSE,Vivace,Linkin Park,A Thousand Suns,Waiting for the End
0,178506,False,0.574,0.2,F,-10.437,minor,0.209,0.993,2.19e-4,0.068,0.66,105.043,4,romance,FALSE,Andante,Vadim Kozin,Velikie ispolniteli Rossii XX veka: Vadim Kozin (Deluxe Version),"Ey, bystrey letite, koni"
66,183518,False,0.612,0.963,F,-3.912,minor,0.0531,0.00897,0.00378,0.294,0.179,138.009,4,edm,FALSE,Allegro,Armin van Buuren,Balance,Blah Blah Blah
14,101818,False,0.933,0.361,A,-14.342,major,0.174,0.0163,2.23e-5,0.108,0.208,132.024,4,kids,TRUE,Allegro,Blake Rules;Netherfriends,Kids Trap 4,The Best Pizza I Ever Had
9,129880,False,0.406,0.65,E,-9.82,major,0.132,0.883,0,0.335,0.421,133.988,4,romance,FALSE,Allegro,Ivan Rebroff,Best of Ivan Rebroff (18 Hits),Dans les rues de St-Petersbourg
63,157666,False,0.704,0.241,C#/Db,-13.258,major,0.0476,0.625,2.8e-5,0.0868,0.661,140.411,4,british,FALSE,Allegro,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Remastered),When I'm Sixty Four - Remastered 2009
38,153333,False,0.108,0.551,C#/Db,-35.329,major,0.0756,0.93,0.779,0.112,0.0302,170.166,4,sleep,FALSE,Vivace,Granular,Colours,Brown Noise 430 Steep LPF
5,484066,False,0.785,0.664,C#/Db,-11.526,major,0.0441,3.94e-4,0.882,0.0875,0.269,132.962,4,detroit-techno,FALSE,Allegro,Aril Brikha,Prey For Peace,Prey For Peace
53,219511,False,0.399,0.347,D,-7.872,major,0.0299,0.87,0,0.106,0.257,129.06,4,mandopop,FALSE,Allegro,JJ Lin,學不會,Love U U
42,250450,False,0.67,0.575,G#/Ab,-8.624,major,0.0423,0.0441,0,0.231,0.135,124.988,4,country,FALSE,Allegro,Upchurch,Parachute,Wake Me Up
30,194333,False,0.439,0.826,E,-10,minor,0.034,1.93e-4,0,0.0879,0.497,104.533,4,heavy-metal,FALSE,Andante,Hermetica,Victimas del Vaciamiento,Traición
44,228200,False,0.543,0.656,A,-8.1,major,0.0414,0.689,0,0.628,0.644,145.226,4,pagode,FALSE,Allegro,Sorriso Maroto,Por Você Ao Vivo,Diz Que Quer Ficar
23,467680,False,0.533,0.819,D,-6.437,major,0.0625,0.0743,5.51e-5,0.903,0.686,88.897,4,bluegrass,FALSE,Andante,The Wood Brothers,Live at the Fillmore,Happiness Jones/Express Yourself - Live at the Fillmore
62,248546,True,0.384,0.916,E,-6.468,minor,0.0983,6.11e-4,0.422,0.14,0.192,158.042,4,hard-rock,FALSE,Allegro,Metallica,Kill 'Em All (Remastered),Whiplash - Remastered
33,195933,False,0.665,0.771,C,-6.341,major,0.0269,0.0146,0.00119,0.0712,0.579,120.02,4,ska,FALSE,Allegro,Lasse Stefanz,Country Winter Party,Det faller ett regn
8,372133,False,0.606,0.943,G#/Ab,-8.83,minor,0.0487,5.44e-5,0.812,0.845,0.531,130.325,4,detroit-techno,FALSE,Allegro,Drexciya,Grava 4,Gravity Waves
52,228293,False,0.575,0.947,G#/Ab,-4.31,major,0.18,0.00167,0,0.724,0.377,128.027,4,world-music,FALSE,Allegro,Planetshakers,This Is Our Time (Live),This Is Our Time - Live
39,128000,False,0.5,0.94,F#/Gb,-4.162,major,0.163,0.124,3.7e-5,0.206,0.538,144.244,4,emo,FALSE,Allegro,PXNDX,La Revancha Del Principe Charro,Mala Suerte
92,183956,False,0.464,0.417,C,-9.345,minor,0.0256,0.136,0.022,0.0974,0.479,67.528,4,garage,FALSE,Adagio,Arctic Monkeys,AM,I Wanna Be Yours
5,267739,False,0.235,0.732,E,-3.793,minor,0.0397,4.24e-5,0.448,0.131,0.27,139.823,4,iranian,FALSE,Allegro,Farzad Golpayegani,Five,83
15,61800,False,0.519,0.199,D#/Eb,-22.841,major,0.0334,0.995,0.939,0.111,0.581,92.138,4,classical,TRUE,Andante,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - All Day Classics,"12 Variations on ‘Je suis Lindor’ from ‘Le Barbier de Séville’ by A.L. Baudron in E, K.354: 7. Variation VI"
59,238494,False,0.466,0.804,D,-4.009,minor,0.0392,0.0573,0,0.432,0.352,154.901,4,k-pop,FALSE,Allegro,BTS,Love Yourself 結 'Answer',FAKE LOVE - Rocking Vibe Mix
26,144725,False,0.622,0.967,A,-9.248,major,0.106,0.219,0,0.218,0.168,123.96,4,goth,FALSE,Allegro,Håkan Hellström,Rampljus,På väg upp
15,124444,False,0.859,0.394,C#/Db,-12.392,major,0.162,0.122,0.0446,0.113,0.445,161.967,4,kids,TRUE,Allegro,Blake Rules;Netherfriends,Kids Trap 2,Don't Fight
26,380373,False,0.546,0.78,G#/Ab,-7.453,major,0.0293,0.00154,0.603,0.0871,0.481,130.005,4,industrial,FALSE,Allegro,VNV Nation,"Of Faith, Power and Glory",Where There Is Light
26,228213,False,0.429,0.548,G,-8.882,minor,0.0587,0.962,3.36e-6,0.406,0.491,112.748,4,tango,FALSE,Moderato,Julio Sosa,Presentando a Julio Sosa,En Esta Tarde Gris
